购气碳排放因子,购电碳排放因子
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.16864955520514313
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.299393606631107
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.20381838166576186
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.39102884352749817
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4026962573755107
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.4670922771185368
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.37009837351835406
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.39576851470886654
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.4369271527279482
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
0.002165,0.420934829188021
